表演,biao3 yan3,play; show; performance; exhibition; to perform; to act; to demonstrate; CL:場|场[chang3]
表扬,biao3 yang2,to praise; to commend
别,bie2,to leave; to depart; to separate; to distinguish; to classify; other; another; do not; must not; to pin
别人,bie2 ren2,other people; others; other person
宾馆,bin1 guan3,"guesthouse; CL:個|个[ge4],家[jia1]"
冰箱,bing1 xiang1,"icebox; freezer cabinet; refrigerator; CL:臺|台[tai2],個|个[ge4]"
丙,bing3,"third of 10 heavenly stems 十天干; third in order; letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc; propyl"
饼干,bing3 gan1,"biscuit; cracker; cookie; CL:片[pian4],塊|块[kuai4]"
病毒,bing4 du2,virus
并且,bing4 qie3,and; besides; moreover; furthermore; in addition
玻璃,bo1 li5,"glass; nylon; plastic; CL:張|张[zhang1],塊|块[kuai4]"
博士,bo2 shi4,doctor; court academician (in feudal China); Ph.D.
博物馆,bo2 wu4 guan3,museum
脖子,bo2 zi5,neck; CL:個|个[ge4]
不必,bu2 bi4,need not; does not have to
不但,bu2 dan4,not only (... but also...)
不断,bu2 duan4,unceasing; uninterrupted; continuous; constant
不过,bu2 guo4,only; merely; no more than; but; however; anyway (to get back to a previous topic)
不见得,bu2 jian4 de5,not necessarily; not likely
不客气,bu2 ke4 qi5,you're welcome; impolite; rude; blunt; don't mention it
不耐烦,bu2 nai4 fan2,impatience; impatient
不要紧,bu2 yao4 jin3,unimportant; not serious; it doesn't matter; never mind; it looks all right; but
补充,bu3 chong1,to replenish; to supplement; to complement; additional; supplementary; CL:個|个[ge4]
布,bu4,cloth; to declare; to announce; to spread; to make known
不,bu4,(negative prefix); not; no
不安,bu4 an1,unpeaceful; unstable; uneasy; disturbed; restless; worried
不得不,bu4 de2 bu4,have no choice or option but to; cannot but; have to; can't help it; can't avoid
不得了,bu4 de2 liao3,desperately serious; disastrous; extremely; exceedingly
不管,bu4 guan3,"no matter (what, how); regardless of; no matter"
不好意思,bu4 hao3 yi4 si5,to feel embarrassed; to be ill at ease; to find it embarrassing (to do sth)
不仅,bu4 jin3,not only (this one); not just (...) but also
不免,bu4 mian3,unavoidable
不然,bu4 ran2,not so; no; or else; otherwise; if not
不如,bu4 ru2,not equal to; not as good as; inferior to; it would be better to
不足,bu4 zu2,insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not
部分,bu4 fen5,part; share; section; piece; CL:個|个[ge4]
部门,bu4 men2,department; branch; section; division; CL:個|个[ge4]
步骤,bu4 zhou4,step; move; measure
擦,ca1,to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish
猜,cai1,to guess
才,cai2,ability; talent; endowment; gift; an expert; only (then); only if; just
财产,cai2 chan3,property; CL:筆|笔[bi3]
材料,cai2 liao4,"material; data; makings; stuff; CL:個|个[ge4],種|种[zhong3]"
踩,cai3,to step on; to tread; to stamp; to press a pedal; to pedal (a bike)
采访,cai3 fang3,to interview; to gather news; to hunt for and collect; to cover
采取,cai3 qu3,"to adopt or carry out (measures, policies, course of action); to take"
彩虹,cai3 hong2,rainbow
菜,cai4,"dish (type of food); vegetables; vegetable; cuisine; CL:盤|盘[pan2],道[dao4]"
菜单,cai4 dan1,"menu; CL:份[fen4],張|张[zhang1]"
参观,can1 guan1,to look around; to inspect; visit and observe
参加,can1 jia1,to participate; to take part; to join
参考,can1 kao3,consultation; reference; to consult; to refer
参与,can1 yu4,to participate (in sth)
餐厅,can1 ting1,"dining-hall; dining-room; restaurant; CL:間|间[jian1],家[jia1]"
残疾,can2 ji2,disabled; handicapped; deformity on a person or animal
惭愧,can2 kui4,ashamed
操场,cao1 chang3,playground; sports field; drill ground; CL:個|个[ge4]
操心,cao1 xin1,to worry about
草,cao3,"grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]"
册,ce4,book; booklet; classifier for books
厕所,ce4 suo3,"toilet; lavatory; CL:間|间[jian1],處|处[chu4]"
测验,ce4 yan4,"test; to test; CL:次[ci4],個|个[ge4]"
层,ceng2,layer; stratum; laminated; floor (of a building); storey; classifier for layers; repeated; sheaf (math.)
曾经,ceng2 jing1,once; already; former; previously; ever; (past tense marker used before verb or clause)
插,cha1,to insert; stick in; pierce; to take part in; to interfere; to interpose
差别,cha1 bie2,difference; distinction; diversity; disparity
叉子,cha1 zi5,fork; CL:把[ba3]
茶,cha2,"tea; tea plant; CL:杯[bei1],壺|壶[hu2]"
差,cha4,differ from; short of; to lack; poor
差不多,cha4 bu5 duo1,almost; nearly; more or less
拆,chai1,to tear open; to tear down; to tear apart; to open
产品,chan3 pin3,goods; merchandise; product; CL:個|个[ge4]
产生,chan3 sheng1,to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engender; to generate; to appear; appearance; emergence; generation; production; yield
尝,chang2,to taste; flavor; (past tense marker); already; formerly; ever; once; test
长,chang2,length; long; forever; always; constantly
长城,Chang2 cheng2,the Great Wall
长江,Chang2 jiang1,Changjiang river; Yangtze river
长途,chang2 tu2,long distance
常识,chang2 shi2,common sense; general knowledge; CL:門|门[men2]
场,chang3,large place used for a specific purpose; stage; scene (of a play); classifier for sporting or recreational activities; classifier for number of exams 
唱歌,chang4 ge1,to sing a song
抄,chao1,to copy; to plagiarize; to search and seize; to go; to transcribe; to take a shortcut; to search and confiscate
超过,chao1 guo4,to surpass; to exceed; to outstrip
超市,chao1 shi4,supermarket (abbr.); CL:家[jia1]
朝,chao2 ,imperial or royal court; government; dynasty; reign of a sovereign or emperor; court or assembly held by a sovereign or emperor; to make a pilgrimage to; facing; towards
朝代,chao2 dai4,dynasty; reign (of a king)
炒,chao3,saute; pan-fry; to fry; fried
吵,chao3,to quarrel; to make a noise; noisy; to disturb by making a noise
吵架,chao3 jia4,to quarrel; to have a row; CL:頓|顿[dun4]
车库,che1 ku4,garage
车厢,che1 xiang1,carriage; CL:節|节[jie2]
彻底,che4 di3,thorough; thoroughly; complete
沉默,chen2 mo4,silence; uncommunicative
趁,chen4,to avail oneself of; to take advantage of
衬衫,chen4 shan1,shirt; blouse; CL:件[jian4]
称,cheng1 ,to weigh; to state; to name; name; appellation; to praise
称呼,cheng1 hu5,to call; to address as; appellation
称赞,cheng1 zan4,to praise; to acclaim; to commend; to compliment
乘,cheng2,to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (mathematics); Buddhist sect or creed
乘坐,cheng2 zuo4,to ride (in a vehicle)
承担,cheng2 dan1,to undertake; to assume (responsibility etc)
承认,cheng2 ren4,"to admit; to concede; to recognize; recognition (diplomatic, artistic etc); to acknowledge"
承受,cheng2 shou4,to bear; to support; to inherit
程度,cheng2 du4,degree (level or extent); level; CL:個|个[ge4]
程序,cheng2 xu4,procedures; sequence; order; computer program
成分,cheng2 fen4,composition; make-up; ingredient; element; component; one's social status; CL:個|个[ge4]
成功,cheng2 gong1,"success; to succeed; CL:次[ci4],個|个[ge4]"
成果,cheng2 guo3,result; achievement; gain; profit; CL:個|个[ge4]
成绩,cheng2 ji4,"achievement; performance records; grades; CL:項|项[xiang4],個|个[ge4]"
成就,cheng2 jiu4,accomplishment; success; attain a result; achievement; CL:個|个[ge4]
成立,cheng2 li4,to establish; to set up; to be tenable; to hold water
成熟,cheng2 shu2,mature; ripe; Taiwan pr. cheng2 shou2
成为,cheng2 wei2,to become; to turn into
成语,cheng2 yu3,"Chinese set expression, often made up of 4 characters or two couplets of 4 characters each, often alluding to a story or historical quotation; idiom; proverb; saying; adage; set expression; CL:條|条[tiao2],本[ben3],句[ju4]"
成长,cheng2 zhang3,to mature; to grow; growth
诚恳,cheng2 ken3,sincere; honest; cordial
诚实,cheng2 shi2,honest; honesty; honorable; truthful
城市,cheng2 shi4,city; town; CL:座[zuo4]
吃,chi1,to eat; to have one's meal; to eradicate; to destroy; to absorb; to suffer; to exhaust
吃惊,chi1 jing1,to be startled; to be shocked; to be amazed
吃亏,chi1 kui1,to suffer losses; to come to grief; to lose out; to get the worst of it; to be at a disadvantage; unfortunately
迟到,chi2 dao4,to arrive late
持续,chi2 xu4,to continue; to persist; sustainable; preservation
池子,chi2 zi5,pond; CL:個|个[ge4]
尺子,chi3 zi5,rule; ruler (measuring instrument); CL:把[ba3]
翅膀,chi4 bang3,"wing; CL:個|个[ge4],對|对[dui4]"
冲,chong1,(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with
充电器,chong1 dian4 qi4,battery charger
充分,chong1 fen4,full; abundant
充满,chong1 man3,full of; brimming with; very full; permeated
重复,chong2 fu4,to repeat; to duplicate; CL:個|个[ge4]
重新,chong2 xin1,again; once more; re-
宠物,chong3 wu4,house pet
抽屉,chou1 ti5,drawer
抽象,chou1 xiang4,abstract
抽烟,chou1 yan1,"to smoke (a cigarette, tobacco)"
丑,chou3,"clown; surname Chou; 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox"
臭,chou4,stench; stink; smelly; to smell (bad)
出,chu1,"to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; classifier for dramas, plays, operas etc"
出版,chu1 ban3,to publish; to come off the press; to put out
出差,chu1 chai1,to go on an official or business trip
出发,chu1 fa1,to start out; to set off
出口,chu1 kou3,an exit; CL:個|个[ge4]; to speak; to export; (of a ship) to leave port
出色,chu1 se4,remarkable; outstanding
出生,chu1 sheng1,to be born
出席,chu1 xi2,to attend; to participate; present
出现,chu1 xian4,to appear; to arise; to emerge; to show up
出租车,chu1 zu1 che1,taxi
初级,chu1 ji2,junior; primary
除,chu2,to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
除非,chu2 fei1,"only if (..., or otherwise, ...); only when; only in the case that; unless"
除了,chu2 le5,besides; apart from (... also...); in addition to; except (for)
除夕,chu2 xi1,(New Year's) Eve
厨房,chu2 fang2,kitchen; CL:間|间[jian1]
处理,chu3 li3,to handle; to treat; to deal with; to process; CL:個|个[ge4]
穿,chuan1,to bore through; pierce; perforate; penetrate; pass through; to dress; to wear; to put on; to thread
船,chuan2,"a boat; vessel; ship; CL:條|条[tiao2],艘[sou1],隻|只[zhi1]"
传播,chuan2 bo1,to disseminate; to propagate; to spread
传递,chuan2 di4,to transmit; to pass on to sb else
传染,chuan2 ran3,to infect; contagious
传说,chuan2 shuo1,legend; folklore; tradition; it is said; they say that...
传统,chuan2 tong3,tradition; traditional; convention; conventional; CL:個|个[ge4]
传真,chuan2 zhen1,fax; facsimile
窗户,chuang1 hu5,"window; CL:個|个[ge4],扇[shan4]"
窗帘,chuang1 lian2,window curtains
闯,chuang3,to rush; to charge; to dash; to break through; to temper oneself (through battling hardships)
创造,chuang4 zao4,to create; to bring about; to produce; CL:個|个[ge4]
吹,chui1,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through
春,chun1,spring (time); gay; joyful; youthful; love; lust; life
磁带,ci2 dai4,"magnetic tape; CL:盤|盘[pan2],盒[he2]"
词典,ci2 dian3,"dictionary (of Chinese compound words); also written 辭典|辞典[ci2 dian3]; CL:部[bu4],本[ben3]"
词语,ci2 yu3,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression
辞职,ci2 zhi2,to resign
此外,ci3 wai4,besides; in addition; moreover; furthermore
次,ci4,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time"
次要,ci4 yao4,secondary
刺激,ci4 ji1,to provoke; to irritate; to upset; to stimulate; to excite; irritant
匆忙,cong1 mang2,hasty; hurried
聪明,cong1 ming5,acute (of sight and hearing); clever; intelligent; bright; smart
从,cong2,from; via; passing through; through
从此,cong2 ci3,from now on; since then; henceforth
从而,cong2 er2,thus; thereby
从来,cong2 lai2,always; at all times; never (if used in negative sentence)
从前,cong2 qian2,previously; formerly; once upon a time
从事,cong2 shi4,to go for; to engage in; to undertake; to deal with; to handle; to do
粗心,cu1 xin1,careless; thoughtless
醋,cu4,vinegar
促进,cu4 jin4,to promote (an idea or cause); to advance; boost
促使,cu4 shi3,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development)
催,cui1,to urge; to press; to prompt; to rush sb; to hasten sth; to expedite
存,cun2,exist; deposit; store; keep; survive
存在,cun2 zai4,to exist; to be
错,cuo4,mistake; error; blunder; fault; cross; uneven; wrong; CL:個|个[ge4]
错误,cuo4 wu4,error; mistake; mistaken; CL:個|个[ge4]
措施,cuo4 shi1,measure; step (to be taken); CL:個|个[ge4]
答应,da1 ying5,to promise; to agree; to reply; to respond
答案,da2 an4,answer; solution; CL:個|个[ge4]
达到,da2 dao4,to reach; to achieve; to attain
打扮,da3 ban5,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress
打电话,da3 dian4 hua4,to make a telephone call
打工,da3 gong1,to work (do manual labor for a living); a part time job; to moonlight
打交道,da3 jiao1 dao4,to come into contact with; to have dealings
打篮球,da3 lan2 qiu2,play basketball
打喷嚏,da3 pen1 ti4,to sneeze
打扰,da3 rao3,to disturb; to bother; to trouble
打扫,da3 sao3,to clean; to sweep
打算,da3 suan4,to plan; to intend; to calculate; plan; intention; calculation; CL:個|个[ge4]
打听,da3 ting5,to ask about; to inquire about
打印,da3 yin4,to print; to seal; to stamp
打招呼,da3 zhao1 hu5,to greet sb by word or action; to give prior notice
打折,da3 zhe2,to give a discount
打针,da3 zhen1,to give or have an injection
大,da4,big; huge; large; major; great; wide; deep; oldest; eldest
大方,da4 fang1,expert; scholar; mother earth; a type of green tea
大概,da4 gai4,roughly; probably; rough; approximate; about
大家,da4 jia1,authority; everyone
大使馆,da4 shi3 guan3,"embassy; CL:座[zuo4],個|个[ge4]"
大象,da4 xiang4,elephant; CL:隻|只[zhi1]
大型,da4 xing2,large scale; wide scale; broad scale
大约,da4 yue1,approximately; about
呆,dai1,foolish; stupid; expressionless; blank; to stay
带,dai4,band; belt; girdle; ribbon; tire; area; zone; region; CL:條|条[tiao2]; to wear; to carry; to lead; to bring; to look after; to raise
戴,dai4,"to put on or wear (glasses, hat, gloves etc); to respect; to bear; to support"
代表,dai4 biao3,"representative; delegate; CL:位[wei4],個|个[ge4],名[ming2]; to represent; to stand for; on behalf of; in the name of"
代替,dai4 ti4,"instead; to replace; to substitute (X for Y, or a number in an algebraic expression)"
大夫,dai4 fu5,"doctor; minister of state (in pre-Han states); CL:個|个[ge4],位[wei4]"
贷款,dai4 kuan3,a loan; to provide a loan (e.g. bank); CL:筆|笔[bi3]
待遇,dai4 yu4,treatment; pay; wages; status; salary
单纯,dan1 chun2,simple; pure; alone; merely
单调,dan1 diao4,monotonous
单独,dan1 du2,alone; by oneself; on one's own
单位,dan1 wei4,a unit; unit (of measure); work unit (one's workplace); CL:個|个[ge4]
单元,dan1 yuan2,unit; entrance number; staircase (for residential buildings)
担任,dan1 ren4,to hold a governmental office or post; to assume office of; to take charge of; to serve as
担心,dan1 xin1,anxious; worried; uneasy; to worry; to be anxious
耽误,dan1 wu5,delay; hold-up; to waste time; to interfere with
胆小鬼,dan3 xiao3 gui3,coward
淡,dan4,insipid; diluted; weak; mild; light in color; tasteless; fresh; indifferent; nitrogen
蛋糕,dan4 gao1,"cake; CL:塊|块[kuai4],個|个[ge4]"
但是,dan4 shi4,but; however
当,dang1,to be; to act as; manage; withstand; when; during; ought; should; match equally; equal; same; obstruct; just at (a time or place); on the spot; right; just at
当代,dang1 dai4,the present age; the contemporary era
当地,dang1 di4,local
当然,dang1 ran2,only natural; as it should be; certainly; of course; without doubt
当时,dang1 shi2,then; at that time; while
挡,dang3,to resist; to obstruct; to hinder; to keep off; to block (a blow); to get in the way of; cover; gear
刀,dao1,knife; CL:把[ba3]
岛,dao3,"island; CL:個|个[ge4],座[zuo4]"
倒霉,dao3 mei2,have bad luck; be out of luck
导演,dao3 yan3,direct; director (film etc)
导游,dao3 you2,tour guide; to conduct a tour; a guidebook
导致,dao3 zhi4,to lead to; to create; to cause; to bring about
倒,dao4,to move backwards; converse
到,dao4,to (a place); until (a time); up to; to go; to arrive
到处,dao4 chu4,in all places; everywhere
到达,dao4 da2,to reach; to arrive
到底,dao4 di3,finally; in the end; when all is said and done; after all; to the end; to the last
道德,dao4 de2,virtue; morality; ethics; moral; CL:種|种[zhong3]
道理,dao4 li3,reason; argument; sense; principle; basis; justification; CL:個|个[ge4]
道歉,dao4 qian4,to apologize; to make an apology
地,de5,"-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct"
的,de5,"of; structural particle: used before a noun, linking it to preceding possessive or descriptive attributive"
得,de5,"structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc"
得意,de2 yi4,proud of oneself; pleased with oneself; complacent
得,dei3,to have to; must; ought to; to need to
灯,deng1,lamp; light; lantern; CL:盞|盏[zhan3]
登机牌,deng1 ji1 pai2,boarding pass
登记,deng1 ji4,to register (one's name)
等,deng3 ,to wait for; to await
等,deng3 ,"et cetera; and so on; et al. (and other authors); after; as soon as; once
"
等待,deng3 dai4,wait for; await
等候,deng3 hou4,waiting
等于,deng3 yu2,to equal; to be tantamount to
低,di1,low; beneath; to lower (one's head); to let droop; to hang down; to incline
滴,di1,a drop; to drip
的确,di2 que4,really; indeed
敌人,di2 ren2,enemy; CL:個|个[ge4]
底,di3,background; bottom; base; the end of a period of time; towards the end of (last month)
递,di4,to hand over; to pass on sth; to gradually increase or decrease; progressively
地道,di4 dao5,authentic; genuine; typical;
地方,di4 fang1,region; regional (away from the central administration)
地理,di4 li3,geography
地球,di4 qiu2,the Earth; planet; CL:個|个[ge4]
地区,di4 qu1,"local; regional; district (not necessarily formal administrative unit); region; area; as suffix to city name, means prefecture or county (area administered by a prefecture level city or county level city); CL:個|个[ge4]"
地毯,di4 tan3,carpet; rug
地铁,di4 tie3,subway; metro
地图,di4 tu2,"map; CL:張|张[zhang1],本[ben3]"
地位,di4 wei4,position; status; place; CL:個|个[ge4]
地震,di4 zhen4,earthquake
地址,di4 zhi3,address; CL:個|个[ge4]
弟弟,di4 di5,"younger brother; CL:個|个[ge4],位[wei4]"
第一,di4 yi1,first; number one
点,dian3,drop (of liquid); stain; spot; speck; jot; dot stroke (in Chinese characters); decimal point; point; mark (of degree or level); a place (with certain characteristics); iron bell; o’clock; a little; a bit; some; (point) unit of measurement for type; to touch on briefly; to make clear; to light; to ignite; to kindle; period of time at night (24 minutes) (old); a drip; to dibble; classifier for small indeterminate quantities
点头,dian3 tou2,to nod
点心,dian3 xin5,light refreshments; pastry; dimsum (in Cantonese cooking); dessert
电池,dian4 chi2,"battery; CL:節|节[jie2],組|组[zu3]"
电脑,dian4 nao3,computer; CL:臺|台[tai2]
电视,dian4 shi4,"television; TV; CL:臺|台[tai2],個|个[ge4]"
电台,dian4 tai2,transmitter-receiver; broadcasting station; radio station; CL:個|个[ge4]
电梯,dian4 ti1,"elevator; CL:臺|台[tai2],部[bu4]"
电影,dian4 ying3,"movie; film; CL:部[bu4],片[pian4],幕[mu4],場|场[chang3]"
电子邮件,dian4 zi3 you2 jian4,electronic mail; email; CL:封[feng1]
钓,diao4,to fish with a hook and bait
掉,diao4,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair)"
调查,diao4 cha2,"investigation; inquiry; to investigate; to survey; survey; (opinion) poll; CL:項|项[xiang4],個|个[ge4]"
丁,ding1,cubes of meat and vegetables; man;   members of a family; population; fourth of 10 heavenly stems 十天干; 
顶,ding3,"apex; crown of the head; top; roof; to carry on the head; to push to the top; to go against; most; to replace; to substitute; classifier for headwear, hats, veils etc; to agree or support (internet slang, similar to digg)"
丢,diu1,to lose; to put aside; to throw
冬,dong1,winter
东,dong1,east; host (i.e. sitting on east side of guest); landlord; surname Dong
东西,dong1 xi5,"thing; stuff; person; CL:個|个[ge4],件[jian4]"
懂,dong3,to understand; to know
冻,dong4,to freeze; to feel very cold; aspic or jelly
洞,dong4,cave; hole; zero (unambiguous spoken form when spelling out numbers); CL:個|个[ge4]
动画片,dong4 hua4 pian1,cartoon; animation
动物,dong4 wu4,"animal; CL:隻|只[zhi1],群[qun2],個|个[ge4]"
